 Blood Bank Name, State, District, City, Address,Pincode, Contact No, Email, Latitude, Longitude
Government Taluk Hospital Blood Bank,Tamil Nadu,THE NILGIRIS,Gudalur,"Government Taluk Hospital, Gudalur",643212,04262 261222,ghgudalur@gmail.com,9.676495,77.240608
Gudalur Adivasi Hospital Blood Bank (Previously named as Ashwini hospital & under Ashwini trust),Tamil Nadu,THE NILGIRIS,Gudalur,"0/147 G7, Kothervayal, Gudalur, Kothervayal, Ashwini Hospital Road
",643212,0426 2261645,ashwinigudalur@gmail.com,11.50223,76.498838
"Government Head Quarters Hospital, Ooty",Tamil Nadu,THE NILGIRIS,Ooty,"Ooty,Nilgiris",,,,,
Government Head quarters Hospital,Tamil Nadu,THE NILGIRIS,Udagamandalam,"Government Head quarters Hospital,Udagamandalam",643001,0423 2446146,"bloodbanknilgiris@gmail.com,",11.407951,76.700279
Military Hospital Blood Bank,Tamil Nadu,THE NILGIRIS,Wellington,"Military Hospital, Wellington",643231,0423 2200154,,11.367257,76.782632
Government Head Quarters Hospital Blood Bank,Tamil Nadu,THENI,Periyakulam,"Government Head Quarters Hospital, Thenkarai, Periyakulam",625601,04546 231292,bbghqhpkm@gmail.com,10.123029,77.53294
Government Theni Medical College Hospital Blood Bank,Tamil Nadu,THENI,Theni,"Government  Theni Medical College, Kanavilaku, Madurai Road, Theni",625531,04546 294053,bloodbankgtmch@gmail.com,10.006927,77.553185
Vikram Clinical Blood Bank,Tamil Nadu,THENI,Theni,"No. 409, Periakulam Road, Theni",626531,0452 322282,,,
Government Head Quarters Hospital Blood Bank,Tamil Nadu,THIRUVALLUR,Thiruvallur,"Government  Thiruvallur Head Quarters Hospital, JN Road, Thiruvallur�",602001,044 27664849,bloodbankghtlr@gmail.com,13.127649,79.91098
Government Medical College and Hospital Blood Bank,Tamil Nadu,THIRUVARUR,Tiruvarur,"The Medical Officer,  Government  Medical College & Hospital, Collectrate Campus, Vilamal, Thiruvarur",610004,04366 222204,bloodsafetythiruvarur@gmail.com,10.779139,79.606921
Sri Venkateswara Hospital Blood Bank,Tamil Nadu,THIRUVARUR,Tiruvarur,"No.16, Kamalayam West Bank, Tiruvarur",610004,"04366 242866, 04366 243143",,,
Government Head Quarters Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Kovilpatti,"Government Head Quarters Hospital, Kovilpatti, Thoothukudi",628501,04632 223106,bloodbankkvp132013@gmail.com,9.175646,77.874168
Sudiksha Prabhu Hospital Blood Bank and Research Centre,Tamil Nadu,Thoothukudi (TUTICORIN),Kovilpatti,"59,60, Chokkan Urani Street, AKS Theatre Road
V.O.C. Nagar, Kadershan Koil, Kovilpatti",628501,"04632 233939, 04632 233828",,9.172693,77.864944
Aarthi Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Kovilpatti,"60, Santhaipettai Road, Kovilpatti
",628502,04362 223346,arthibloodbankkvp@yahoo.com,9.174494,77.866384
Government Thoothukudi Medical College Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Thoothukudi,"Palayamkottai Road, Thoothukudi 
",628 008,0462 2321052,govc.bloodbankthoothukudi@gmail.com,8.798061,78.136134
Tuticorin Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"No. 67/70, 1st Floor, North Car Street, Tuticorin",628002,0461 4200666,,8.808076,78.146747
Rajesh Tilak Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"Door No 107J/79/53, PC Road, First floor, Rajesh Tilak Hospital Campus, West Millarpuram, Tuticorin",628008,,,,
M/S Moses Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"No, 24 Teppakulam Street",,,,,
M/S AVM Hospital Blood Bank,Tamil Nadu,Thoothukudi (TUTICORIN),Tuticorin,"AVM Marimuthy Nadar Trust AVM associates Private Limited, 
No. 135 Palayamkottai Road, Tuticorin",,,,,
Southern Railway Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Tirchy,"Gold Rock, Railway colony",620002,0431 249 0708,,10.784568,78.725301
Bharath Heavy Electricals Limited Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Tirchy,"BHEL Main Hospital, Bharath Heavy Electricals Limited, Thiruverumbur, Trichy",620014,0431 2571810,nagaragankl9@gmail.com,,
Mahathma Gandhi Memorial Government Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"(Attached with KAP Vishwanathan Medical College) Mahathma Gandhi Memorial Government Hospital, EVR Road, Puthur, Trichy",620017,0431 2770047,bloodbankghtrichy@gmail.com,10.811588,78.677458
KMC Speciality Hospitals Blood Bank ( Kaveri Hospitals),Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No. 6 Royal Road, Cantonment, Trichy ",620001,"0431 4077777, (Ex.2508)",Einfo@kauveryhospital.com,10.802301,78.680138
Bharath Blood Bank  ,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No, 15A Rishi Complex, II Floor,  Main Road, Thillainagar ",620018,"0431 2760995, 0431 2760226",palani2000@yahoo.com,10.819196,78.676748
Friends Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No. 7C Williams Road, Contonment ",620001,0431 2460646,,,
Victory Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"No.95 Salai Road, Woraiyur, Trichy",620003,0431 2768588,,,
Doctors Blood Bank and Research Centre ,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Doctors Blood Bank and Reseach Centre (Run by DDC Charitable Trust), 123/1, Puthur Main Road, Woraiyur",620003,0431 274004,,,
Chennai Medical College Hospital and Research Centre,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"SRM Medical College, Irungallar, Manachanallur, Trichy",621105,0431 4298925,,10.954422,78.754891
Government Headquarters Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Government  Head Quarters Hospital, Viralimalai Road, Manapparai",621306,0432 260760,bloodbank2015manaparai@gmail.com,10.604228,78.437862
Church of South India Mission General Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Woraiyur, Tiruchirappalli",620003,"0431 2761927, 0431 2762879, 0431 2760672, Ext. 423",csightry@gmail.com,10.830302,78.67675
Child Jesus Hospital Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"Next to All India Radio, Promenade Road, Cantonment, Tiruchirappalli",620001,"0431 2415816, 0431 2410816",childjesuslab@gmail.com,10.805162,78.686566
Blood Bank of Shavana,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"13/333 First floor, Keelpagam Trichy Main Road, Manaparai",,0431 2750321,,,
M/S Apollo Speciality Hospitals Blood Bank,Tamil Nadu,TIRUCHIRAPPALLI,Trichy,"2nd floor, Chennai By - Pass Road,  Ariyamangalam,
Old Palpannai ",620010,,,,
Government Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Ambasamudram,"Goverment Hospital, Ambasamudram",627401,04634 253480,ambaibloodbank@gmail.com,8.702599,77.385988
Bethel Blood Bank,Tamil Nadu,TIRUNELVELI,Palayamkottai,"No. 17 Thiruchendur  Road, Palayamkottai",627002,"0462 2574775, 0462 2585258, 0462 2575258",,,
Government Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Sankarankovil,"Government Hospital, Katcheri Road, Sankaran Kovil
",627756,04636 222399,bloodbankskl@gmail.com,9.167302,77.535764
Government Head Quarters Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tenkasi,"Government Head Quarters Hospital, Tenkasi",627811,04633 280138,bbthenkasi12@gmail.com,8.952567,77.315522
Shifa Hospitals Blood Bank,Tamil Nadu,TIRUNELVELI,Thirunelveli,"No. 82 Kailasapuram Middle Street, IIIrd Floor, Thirunelveli Junction, Thirunelveli",627001,"0462 2323041, 0462 2323044, 0462 2333245",shifahospitals2004@yahoo.com,8.728161,77.710143
Tirunelveli Medical College Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Tirunelveli Medical College Hospital, Tirunelveli",627011,"0462 2576878, 0462 2572615",bloodbanktvmch@gmail.com,8.711749,77.75082
Kartheek Nursing Home Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Complex No. 37 (STC Road) Perumal Puram 7th Street, Thirunelveli",627007,"0462 2530409,  0462 2530410,  0462 2531777",kartheeknursinghome@rediffmail.com,8.704073,77.738605
Life Line Blood Bank Component and Research Centre ,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Run by Subashtika Charitable Society, 3rd Floor, Sri Sudharsan Hospital, No.4, Salai Street, Vannarpettai",627003,0462 4560430,lifeline.bloodbank@gmail.com,8.729758,77.719592
Aarthi Hospital and Diagnostic Centre Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"No. 177/A-22/2, Trivandrum High Road Vannarapettai, Tirunelveli",627003,"0462 2501363, 0462 221346",,8.716055,77.749882
Galaxy Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"North Bye Pass Road, Vannerpettai, Tirunelveli
",627003,"0462 2501951, 0462 2501955","labbalamurugan@gmail,com",8.733836,77.723049
Sardar Raja Mission Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Tirurajapuram, Kavalkinaru Junction",627105,04637 231905,chairman@rajasdentalcollege.com,,
M/S Annai Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"M/S Annai Blood Bank (Run by Annai Medical Trust), No. 67 Pappu Sahib Complex,Melamuthuraman koil Street, Tenkasi",627811,,,,
Government Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Dharapuram,"Government  Hospital, Park Road, Near Taluk Office, Dharapuram",638656,04258 220226,cmodharapuram@gmail.com,10.732509,77.530473
Revathy Medical Centre Blood Bank,Tamil Nadu,TIRUPPUR,Thiruppur,"No 10, CKP Layout 4th Floor, Valayankadu Main Road, Kumar Nagar (West) Avinashi Road, Tiruppur",614603,0421 4332211,revathimedicalcenter@gmail.com,11.120178,77.32933
DSK Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Tiruppur,"9 Kathir Nagar, Kangayam Main Road, Kathir Layout Road, Sathyamurthy Nagar, Tiruppur",641604,"0421 2422434, 0421 2421350",,11.103261,77.369155
Sri Kumaran Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Tiruppur,"No. 774 A-DPN Road, Near Bus Stand",641 602,0421 4330000,,,
Government Head Quarters Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Tiruppur,"Government Head Quarters Hospital, Dharapuram Road, Tiruppur ",641607,0421 2423400,bloodbankghqhtcr@gmail.com,11.076008,77.36898
Government Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Udumalpet,"Government Hospital, VOC Street, Udumalpet",642126,04252 220092,bbghudumalpet@gmail.com,10.583823,77.247247
Udumalpet Indian Medical Association Rotary Blood Bank,Tamil Nadu,TIRUPPUR,Udumalpet,"UKP-IMA Building, K.P.N. Nagar Gandhinagar Post, Udumalpet",642154,04252 226458,,10.586364,77.255039
Government Medical College Hospital Blood Bank,Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,"Government Thiruvannamalai Medical College Hospital, Thiruvannamalai",606603,04175 223585,bloodbank90@gmail.com,12.225476,79.064744
ST Thomas Hospital Blood Bank and Leprosy Centre,Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,"Chettupattu, Polur Road, Tiruvannamalai",606801,04181 252263,sthlcchetpet@hotmail.com,12.466265,79.335994
Government Medical College Hospital Blood Bank,Tamil Nadu,VELLORE,Adukamparai,"Arni Road, Arani Road, Opposite Staff Quarters, Adukkamparai, Vellore",632011,04162 263900,baskardcp65@gmail.com,12.845971,79.135775
Government Hospital Blood Bank,Tamil Nadu,VELLORE,Ambur,"Government Hospital, Nethaji Road, Ambur",635802,04174 244656,amburictc@gmail.com,12.786665,78.716928
Bethesda Hospital Blood Bank,Tamil Nadu,VELLORE,Ambur,"Mission Compound, Post Box No 56,  Ambur",635802,04174 242131,drchaks07@gmail.com,12.778149,78.720022
Government Hospital Blood Bank Arakonam,Tamil Nadu,VELLORE,Arakonam,"Arakonam, Vellore",,,,,
Government Hospital Blood Bank,Tamil Nadu,VELLORE,Gudiyatham,"Government Hospital, Gudiyatham",632602,04171 221100,ghdudiyatham@gmail.com,12.945268,78.870574
Government Head Quarters Hospital Blood Bank,Tamil Nadu,VELLORE,Tirupattur,"Government Hospital, Railway Station Road, Achamangalam, Tirupattur",635601,04179 220080,ghthirupathur@gmail.com,12.49646,78.565713
Government Hospital Blood Bank,Tamil Nadu,VELLORE,Vaniyambadi,"Government Hospital, Vaniyambadi",635751,04174 225700,ghvaniyambadi@gmail.com,12.676583,78.615933
CMC Hospital Blood Bank,Tamil Nadu,VELLORE,Vellore,"IDA Scudder Road, Vellore, Tamil Nadu ",632004,"0416 2222102,0416 2282010",clinpath@cmcvellore.ac.in,12.92504,79.136105
Masonic Blood Bank,Tamil Nadu,VELLORE,Vellore,"W/BRO V Surendranath Reddy Memorial Trust ,No. 5/2 New Katpadi Road, Opposite to Hotal River view, Vellore",632004,"0416 2220717, 0416 2223024",masonicbloodbank@gmail.com,12.930498,79.135092
Sri Narayani Hospital and Research Centre Blood Bank,Tamil Nadu,VELLORE,Vellore,"Sripuram, Thirumalaikodi, Vellore, Tamil Nadu ",632055,"0416 2206300,0416 2271202, 0416 2271844, 0416 2271584",,12.870762,79.089846
Government Head Quarters Hospital Blood Bank,Tamil Nadu,VELLORE,Walajapet,"Government Head Quarters Hospital, Walaja",632513,04172 232538,tnhspwalaja@gmail.com ,12.926168,79.356628
Government Head Quarters Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Kallakurichi,"Government Hospital, Kachirapalayam Road, Kallakurichi",606202,04151 222527,kallakurichibs59@yahoo.com,11.737301,78.959375
Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research Blood Bank,Tamil Nadu,VILLUPURAM,Melmaruvathur,"A unit of Adiparasuthi Charitable Medical Eductional Cultural Trust, Melmaruvathur, Kancheepuram",603319,"044 27528302, 044 27528303, 044 27528304",,12.434226,79.81321
Government Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Tindivanam,"Government Hospital, Hospital Road, Dindivanam
",604601,04147 222250,bloodbanktindivanam@gmail.com,12.241136,79.651734
St Joseph Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Tindivanam,"Police line, Jayapuram, Tindivanam 
",604002,04147 226363,clunyhospital@gmail.com,12.219359,79.654492
Government Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Ulundupettai,"Government Hospital, Ulundurpettai",606107,04149 222201,,11.692762,79.285932
Balaji KMR Charitable Trust Blood Bank,Tamil Nadu,VILLUPURAM,Villupuram,"27/B5, Trichy Trunk Road",605602,04142 51666,,,
Government Villupuram Medical College and Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Villupuram,"Government  Villupuram Medical College and Hospital, Mundiyambakkam, Villupuram",605601,04146 232101,villupurambs19@yahoo.co.in,10/3/2010,11.992895
GN Blood Bank,Tamil Nadu,VILLUPURAM,Villupuram," Run by GG Educational and Charitable Trust, 7-C, Chairman Chidambaram Street, Villupuram",605602,04146 225545,gnbloodbank@gmail.com,11.939851,79.487355
Government Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Aruppukottai,"Pandalkudi Road, Near Vellai Kottai, Aruppukottai
",626101,04566 220264,,9.502673,78.097224
Government Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Rajapalayam,Government Hospital,626117,04563 221301,rjpmghbb@gmail.com,9.41412,77.597374
Sai Blood Bank and Clinical Laboratory,Tamil Nadu,VIRUDHUNAGAR,Rajapalayam,"No, 114 Chidambaranar Street, Sankaran Koil Road",626117,"04563 230516, 04563 221516",sairjpm@gmail.com,,
Sri PAC Ramasamy Raja Rotary Blood Bank (Run by Rajapalayam rotary),Tamil Nadu,VIRUDHUNAGAR,Rajapalayam,"Old No :1069, New No : 170, Madurai to Tenkasi Road",626117,04563 226625,,,
Government Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Sivakasi,"Government Hospital, Parasakthi colony, Near Sivakasi railway station, Shield Road",626123,04562 220301,,9.460615,77.786369
Sri Annai Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Sivakasi,"Run by Nestle Foundation Trust, S.No. 49/8B 49/8C ward E Block No. 6., Door No. 56 J2 Chairman A. Shanmuga Nadar Road",626123,04562 222956,,,
Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,"No, 38 North Car Street",626001,"04562 243060, 04562 245607, 04562 244282",,,
Government Head Quarters Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,"Government Head Quarters Hospital, Ramamoorthy Road, Virudhunagar",626001,04562 244425,vnrghbb@gmail.com,9.588385,77.961917
Rajiv Gandhi Institute of Medical Sciences Blood Bank,Telangana,ADILABAD,Adilabad,"Teachers Colony, Near State Bank of Hyderabad, Ground Floor, IP Block, Govt. District Head Quarters Hopsital Premises",504001,8732224108,"surya111199@yahoo.com, bbrimsadb@gmail.com",19.664144,78.524732
Sri Lakshmi Blood bank,Telangana,ADILABAD,Adilabad,"D.No.4-5-29/5, Sri Sai Maternity Hospital, Near Rly. Gate, Bhokthapur",504001,8732230777,prakash_gangishetty@yahoo.com,,
Indian Red Cross Society Blood Bank,Telangana,ADILABAD,Mancherial," Ground Floor, Area Hospital, I.B Chaurastha",504208,"08736259259, 08736252259",ircsbbmncl@yahoo.com,18.87247,79.444699
Singareni Collieries Co. Ltd Blood bank,Telangana,ADILABAD,Mandamarri,"Sector-1, Area Hospital, Ramakrishnapur, Mandamarri (M), Bellampalli",504301,08736-228677 ext No -328,med_srp@scclmines.com,19.063129,79.487441
Indian Red Cross Society Blood Bank,Telangana,ADILABAD,Nirmal,"Area Hospital, Gajulpet Road
near A1 Function Hall",504106,9440387455,bloodbanknirmal@gmail.com,19.664062,78.532011
The Singareni Collieries Co. Ltd,Telangana,ADILABAD,R.K puram,"Area Hospital Blood Bank, Ramakrishnapuram",504001,08736 228677,,19.664062,78.532011
Prime Hospital Blood Bank,Telangana,HYDERABAD,Ameerpet,"Plot No.4, Behind Mythrivanam Building, Ameerpet",,040 44569973,bloodbank.primehospital@gmail.com,,
Image Hospital Blood Bank ,Telangana,HYDERABAD,Ameerpet,"A Division of Image Healthcare Limited,1st Floor, Image House, 8-3-903/F/12&1, Ameerpet",,040 23755555,,,
Challa Hospital Blood Bank (A Multi Speciality Hospital),Telangana,HYDERABAD,Ameerpet,"D.No. 7-1-71/A/1, 1st Floor, Dharam Karam Road, Ameerpet",500016,040 23731215,challahosp.bloodbank@gmail.com,17.439581,78.450633
Aarohi Blood Bank,Telangana,HYDERABAD,Banjara Hills,"No.6-3-182/1 to 3, 3rd Floor, 
Lake View Palace, 
Road No.1, Banjara Hills
",500034,040 23384212,,aarohibloodbank@gmail.com,17.411615
Institute of Transfusion Medicine and Research,Telangana,HYDERABAD,Banjara Hills,"Road.No.1, Banjara Hills",500034,040 23328956,info@itmrbloodbank.org,17.42114,78.449212
NTR Trust Blood Bank,Telangana,HYDERABAD,Banjara Hills,"D.No. 8-2-269/H/191/A/1, NTR Trust Bhavan, Road No. 2, Banjara Hills
",500034,040 30799999,admin@ntrtrust.org,,17.423643
Care Hospital Blood Bank,Telangana,HYDERABAD,Banjara Hills,"1st Floor, Road No.1, Banjara Hills",500004,040 30418296,cbeveryone@carehospitals.com,17.412542,78.450258
 Star Hospitals Blood Bank,Telangana,HYDERABAD,Banjara Hills," A unit of Unimed Healthcare Private Limited, 6th floor,8-2-596/ Road No : 10, Banjara Hills",500034,040 44777777 EXT: 603,bloodbank@starhospitals.in,17.41567,78.439477
Basavatarakam Indo-American Cancer Hospital and Research Institute Blood Bank,Telangana,HYDERABAD,Banjara Hills,"Block.No. III, Cellar Portion,Road No.14, Banjara Hills",500034,040 23551235,,,
Mythri Charitable Trust Blood Bank and Transfusion Centre,Telangana,HYDERABAD,Barkatpura,"3-4-808 1st Floor, Barkatpura, Bs C C Shroff Hospital, Barkatpura, Hyderabad, Telangana
",500027,"040 27550238, 040 66822271",my3.trustbloodbank@gmail.com,17.391514,78.497215
Sanjeevini Blood Bank,Telangana,HYDERABAD,Bhagyanagar,"Sanjeevini Non-Governmental Organisation, Niveditha Orthopaedic Center, H.No.1-1-79/A, RTC Cross Road, Bhagyanagar, Hyderabad",500020,"040 27667500, 040 65522343",sanjeevini_bloodbank@yahoo.com,17.405787,78.499215
Sai Vani Super Speciality Hospital Blood Bank ,Telangana,HYDERABAD,Domalguda,"A Unit of Viswa Health Institute Private Limited, D.No.1-2-365/36/6&7, 6th Floor, Ramakrishna Math Road, Domalguda, Hyderabad",,,,,
The Military Hospital Blood Bank,Telangana,HYDERABAD,Golconda,"Military Hospital Premises, Golconda",,040 27792580,,,
Rudhira Voluntary Blood Bank,Telangana,HYDERABAD,Himayathnagar," H.No.3-6-10/A,1st floor, Anasuya Commercial Complex, Liberty Road, Himayathnagar",500028,040 23220222,rudhiravoluntarybloodbank@gmail.com,17.406011,78.478212
Satya Nursing Home Blood Bank,Telangana,HYDERABAD,Himayatnagar,"D.No. 3-6-426, First Floor, Street No. 4, Himayatnagar, Hyderabad, Hyderabad District, Telangana
",500029,040 66753026,satyakidney@rediffmail.com,17.404758,78.482139
Nizams Institute of Medical Sciences Blood Bank,Telangana,HYDERABAD,Hyderabad,"Accident and Emergency Block, 2nd Floor, Road.No.1, Banjara Hills",500034,040 23489722,"nimsdtm@gmail.com,doctormaheshgoud@gmail.com",17.421241,78.451389
The Osmania General Hospital Blood Bank,Telangana,HYDERABAD,Hyderabad," Osmania General Hospital Premises, Hyderabad",500012,040 24600146,bloodbank.ogh@gmail.com,17.372522,78.473807
MNJ  Institute of Oncology and Regional Cancer Centre Blood Bank,Telangana,HYDERABAD,Hyderabad,"Ground Floor, Lakdikapool, Red Hills
",500004,"040 23397000, 040 23318424",mnjiorcc@yahoo.comdirmnjiorcc@yahoo.com,17.398812,78.462087
General Chest Hospital,Telangana,HYDERABAD,Hyderabad,"Blood Bank Medical Officer,  Blood Bank, General and Chest Hospital, Irrumnuma, Hyderabad",500018,040-23814939,,17.445384,78.434951
Lions Club of Hyderabad(East) Bhanji Kheraj Blood Bank,Telangana,HYDERABAD,Hyderabad,"Feroz Gandhi Park,  Bank Street, Koti, Hyderabad",500195,040 24745243,lionsbhanjikherajbloodbank@gmail.com,17.520718,78.440959
Blood Bank Thelasemia and Sickle Cell,Telangana,HYDERABAD,Hyderabad,"Blood Bank Medical Officer, Blood Bank Thelasemia and Sick Cell, Hyderabad",500002,,"tscsap@gmail.com, tscsbb@gmail.com.",17.385044,78.486671
